months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,claim_to_premium_ratio,high_claim_indicator,injury_severity_score,vehicle_damage_flag,claim_amount_category,claim_to_vehicle_ratio,incident_hour_category,claim_component_sum,claim_breakdown_ratio,claim_breakdown_error
1.0781395802224778,0.990836469461304,521585,2014-10-17,1.1871731363975355,0.0609366486770281,-0.2223825904484937,0.6167046113377183,-0.4794758203104481,-0.4895293418109439,1.0769527444706637,0.530930957015494,-0.1598803522148468,-0.088444213258695,-1.437956666181856,1.011330643263252,0.9538505081700628,2015-01-25,0.7660049728541383,1.254675168926308,-1.2606135185738274,1.065807751323357,0.3517624468700125,-0.9621956463186168,1.719927311879766,-0.9562606642355124,-0.8238649762007128,1.3036557822638213,0.0097594654770023,0.461837853772224,1.2703132549937672,0.7142574246765716,-0.189283173514541,1.165504966777586,0.7496527191568344,-1.1019274198107387,-1.645742551934763,-0.1834403993553725,1,1.1581821399796415,0,0.15571650571650575,1,High,1.0495539055017655,Evening,1.7258745124198795,2.4163166338589352,-1.011617087743308
0.2089946015673999,0.334073453910285,342868,2006-06-27,-0.0168564137013849,0.0609366486770281,1.412783515790431,-0.2425211822310571,1.6979802210630677,-0.4610080472362384,1.0769527444706637,0.530930957015494,0.8255147307734235,-0.4387183251743182,-0.2475951875544917,-0.9019267788874382,0.9538505081700628,2015-01-21,1.6911317516634838,-1.566933156994924,-0.1959061549135001,1.065807751323357,0.8158289994689738,0.9954760654181416,0.3065731462263027,-0.524475295074384,-0.8238649762007128,-1.1607218779702453,-1.2101737191482849,-1.3386995878348875,-1.1987115360533993,-1.807311852903141,-1.3638219361992567,-1.372695988195192,-1.823345932494276,1.3899934752836502,-0.6574704659383447,0.3154908772231269,1,7.4522121675682005,0,-0.47388167388167385,0,Low,1.008872341780816,Evening,-4.559863856888724,2.5230102777084915,2.7525520039855835
-0.6080016783683733,-1.0889130797835898,687698,2000-09-06,1.1871731363975355,-1.182668426364362,1.412783515790431,0.6422326608104326,1.6979802210630677,-0.9848845068804368,-0.928545848584576,1.557876715265966,-0.8989266644560496,0.4369669546147398,0.3475855517591904,0.3580232308215529,0.9538505081700628,2015-02-22,-1.084248584764553,0.3141390602858972,-0.1959061549135001,1.065807751323357,-1.040437210926871,-0.9621956463186168,0.5248116570992639,-0.6684037514614268,1.1400563019893055,0.071466952146788,1.2296926501022896,1.3621065745757797,0.0358008594701839,-0.6863617592631065,0.0546437248440648,-0.7360720558613336,-0.785564512155687,0.3932251172458947,0.9597020384194308,0.3154908772231269,0,-1.0687103481885218,0,0.6794871794871795,0,Low,1.1445358749808017,Evening,-1.4669928431729558,2.137349525558476,0.7806310839098493
0.4523551955908217,0.2246129513184485,227811,1990-05-25,-1.2208859638003056,0.0609366486770281,1.412783515790431,0.6528864214250482,2.1334714293377703,1.4916820134677022,-0.928545848584576,1.557876715265966,-1.3916242059501849,0.4369669546147398,0.9427662910728726,0.8533881919037205,-1.2675773539696165,2015-01-10,0.7660049728541383,-0.6263970483545135,-1.2606135185738274,1.065807751323357,-0.5763706583279098,-1.4516135742528065,0.4624577968498464,-0.9562606642355124,-0.8238649762007128,-1.1607218779702453,0.0097594654770023,0.461837853772224,0.0358008594701839,0.4031350356033909,-0.2241298732800561,-0.219722351785989,0.6776066379082136,0.1440330277364557,1.319073706054492,1.4796638559062922,1,0.6174648528585124,0,0.1517538017538018,1,Medium,1.6808386699889304,Evening,0.23375441284216852,0.5798400346232961,0.1693806227612224
0.2089946015673999,0.5529944590939581,367455,2014-06-06,-1.2208859638003056,1.3045417237184185,-0.2223825904484937,1.3419798531788798,2.1334714293377703,1.527808056351221,1.0769527444706637,-1.5229605594854505,-0.8989266644560496,0.4369669546147398,0.9427662910728726,1.4672099915055368,-0.6837405440482903,2015-02-17,1.6911317516634838,-1.566933156994924,-0.1959061549135001,1.065807751323357,-1.040437210926871,-1.4516135742528065,-1.2592015667035146,1.2026661815701296,-0.8238649762007128,0.071466952146788,-1.2101737191482849,-0.4384308670313317,0.0358008594701839,-1.753121229714999,-1.2572320310341516,-1.3996540048738246,-1.7682518703629773,-1.6003115988296166,1.049544955328196,0.6481117282754599,0,-1.3063682880141034,0,-0.46176046176046176,0,Low,1.0086312623581088,Night,-4.425137906270954,2.5241497024937867,2.6720166765559545
0.4523551955908217,0.0056919461347754,104594,2006-10-12,1.1871731363975355,0.0609366486770281,-0.2223825904484937,0.3880175421447501,-0.4794758203104481,-0.3175643543654106,-0.928545848584576,1.557876715265966,-0.652577893708982,0.6121040105725515,0.9427662910728726,-0.9019267788874382,0.9538505081700628,2015-01-02,-1.084248584764553,0.3141390602858972,-1.2606135185738274,-0.6643996371885862,0.3517624468700125,-1.4516135742528065,1.318091323605742,1.0587377251830867,1.1400563019893055,0.071466952146788,-1.2101737191482849,0.461837853772224,0.0358008594701839,0.429661914087097,-0.2097812322001381,-0.2052064966513407,0.7072726713635281,-1.1019274198107387,-1.4660567181172324,-0.349750824881539,1,1.107323149332415,0,-0.3426462426462426,1,Medium,1.646110586170248,Night,0.2922849425120493,0.6802656988282685,0.1373769715750477
-0.5819273290087209,-0.5416105668244071,413978,2000-06-04,-0.0168564137013849,0.0609366486770281,-0.2223825904484937,0.3152851379488144,-0.4794758203104481,-0.8302220660457815,1.0769527444706637,1.557876715265966,1.5645610430146262,0.4369669546147398,-1.437956666181856,-0.9019267788874382,-1.7873345140215289,2015-01-13,-1.084248584764553,-0.6263970483545135,-0.1959061549135001,1.065807751323357,-1.040437210926871,1.484893993352331,-0.0363730851454935,-1.6759029461707264,1.1400563019893055,-1.1607218779702453,-1.2101737191482849,-1.3386995878348875,-1.1987115360533993,0.9810420311412722,2.8731267941136704,-0.0517531709422022,0.6421133478813196,1.6391855647930893,0.8698591215106656,1.1470430048539593,0,3.1115926552423976,0,0.007936507936507964,1,High,0.6545210836820612,Evening,3.4634869710527876,3.5304128984267136,-2.4824449399115154
-0.3385667349852991,-0.2132290590488975,429027,1990-02-03,-1.2208859638003056,-1.182668426364362,-0.2223825904484937,-0.4891557404594162,-0.4794758203104481,1.4230020663558138,1.0769527444706637,-1.5229605594854505,-0.652577893708982,-1.6646777168789997,0.9427662910728726,-0.9019267788874382,0.9538505081700628,2015-02-27,-1.084248584764553,-0.6263970483545135,0.8688012087468271,1.065807751323357,0.8158289994689738,-0.9621956463186168,-1.047891262524933,1.634451550731258,1.1400563019893055,-1.1607218779702453,1.2296926501022896,0.461837853772224,1.2703132549937672,-0.0444112999574207,0.3990111107620966,0.4106804997758774,-0.2701171808695989,-1.3511195093201778,-1.2863708842997017,1.6459742814324587,0,0.090791923872003,0,0.7186480186480186,1,Medium,6.082309309520075,Night,0.5395744296683751,-12.149758731323665,-0.5839857296257958
-1.5379868055293064,-0.6510710694162436,485665,1997-02-05,-1.2208859638003056,-1.182668426364362,-1.0399656435679565,0.764546027866696,-0.4794758203104481,1.4026157594215454,-0.928545848584576,1.557876715265966,1.0718635015204911,1.662926346319421,0.3475855517591904,-0.9019267788874382,0.9538505081700628,2015-01-30,0.7660049728541383,-0.6263970483545135,0.8688012087468271,1.065807751323357,1.279895552067935,-1.4516135742528065,-0.4589936935026565,1.3465946379571725,-0.8238649762007128,0.071466952146788,0.0097594654770023,-0.4384308670313317,1.2703132549937672,-0.9497357670656164,-0.9559105683558736,-0.9600309636530492,-0.835361068312822,-0.603543240791861,-0.9269992166646406,1.1470430048539593,0,-1.2422202068009467,0,0.06853701853701855,0,Low,0.8795730105720218,Night,-2.7513026003217447,2.8969167979628776,1.8015668332561283
0.0699314049825875,0.334073453910285,636550,2011-07-25,-1.2208859638003056,-1.182668426364362,-1.0399656435679565,0.2428805417717905,-0.4794758203104481,1.392136555788667,1.0769527444706637,1.557876715265966,1.3182122722675589,0.7872410665303631,1.5379470303865548,-0.9019267788874382,-0.4452218473121389,2015-01-05,0.7660049728541383,0.3141390602858972,0.8688012087468271,0.2007040570673854,-1.5045037635258325,-0.4727777183844272,-1.245345153314755,0.3390954432478728,-0.8238649762007128,0.071466952146788,1.2296926501022896,-0.4384308670313317,-1.1987115360533993,-0.3964608729768907,-0.5602980357238491,-0.5598081006548906,-0.2664089266876846,-1.1019274198107387,-1.645742551934763,-1.5139238035647045,0,-1.6323219544999517,0,0.6095571095571095,0,Low,0.671969459827813,Night,-1.3865150630664242,3.4972393363684575,0.9900541900895335
